County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-11,Age 12-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnkAge,14-Day Count,14-Day Case Rate,dtm_updated
Pend Oreille County,2020-08-16 00:00:00,0,4,4,0.57,0,1,0,1,2,0,0,0,5,36.1,2021-11-08 11:28:08
Pend Oreille County,2020-08-23 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,3,21.66,2021-11-08 11:28:08
Pend Oreille County,2020-08-30 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,3,28.88,2021-11-08 11:28:08
Pend Oreille County,2020-09-06 00:00:00,0,2,2,0.29,0,1,0,0,1,0,0,0,3,21.66,2021-11-08 11:28:08
Pend Oreille County,2020-09-13 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,4,50.54,2021-11-08 11:28:08
Pend Oreille County,2020-09-20 00:00:00,0,6,6,0.86,0,3,1,2,0,0,0,0,28,231.05,2021-11-08 11:28:08
Pend Oreille County,2020-09-27 00:00:00,3,23,26,3.71,1,3,5,2,7,7,1,0,58,462.09,2021-11-08 11:28:08
Pend Oreille County,2020-10-04 00:00:00,5,33,38,5.43,1,5,6,2,8,13,3,0,56,404.33,2021-11-08 11:28:08
Pend Oreille County,2020-10-11 00:00:00,4,14,18,2.57,0,0,2,5,6,3,2,0,26,194.95,2021-11-08 11:28:08
Pend Oreille County,2020-10-18 00:00:00,1,8,9,1.29,1,0,3,1,1,3,0,0,22,158.84,2021-11-08 11:28:08
Pend Oreille County,2020-10-25 00:00:00,1,12,13,1.86,0,0,3,1,4,4,1,0,28,216.61,2021-11-08 11:28:08
Pend Oreille County,2020-11-01 00:00:00,0,17,17,2.43,0,2,6,3,2,3,1,0,34,267.15,2021-11-08 11:28:08
Pend Oreille County,2020-11-08 00:00:00,4,16,20,2.86,1,2,4,5,3,5,0,0,36,274.37,2021-11-08 11:28:08
Pend Oreille County,2020-11-15 00:00:00,0,18,18,2.57,1,1,4,1,3,5,3,0,56,490.97,2021-11-08 11:28:08
Pend Oreille County,2020-11-22 00:00:00,4,46,50,7.14,7,5,11,12,9,4,2,0,100,815.88,2021-11-08 11:28:08
Pend Oreille County,2020-11-29 00:00:00,5,58,63,9,7,6,12,10,18,7,3,0,97,758.12,2021-11-08 11:28:08
Pend Oreille County,2020-12-06 00:00:00,7,35,42,6,2,6,12,3,9,6,4,0,88,657.04,2021-11-08 11:28:08
Pend Oreille County,2020-12-13 00:00:00,16,33,49,7,2,1,3,10,15,13,5,0,76,563.18,2021-11-08 11:28:08
Pend Oreille County,2020-12-20 00:00:00,10,19,29,4.14,1,1,6,11,3,4,3,0,65,519.86,2021-11-08 11:28:08
Pend Oreille County,2020-12-27 00:00:00,9,34,43,6.14,2,5,8,12,10,3,3,0,62,505.42,2021-11-08 11:28:08
Pend Oreille County,2021-01-03 00:00:00,3,24,27,3.86,2,6,4,5,4,5,1,0,45,353.79,2021-11-08 11:28:08
Pend Oreille County,2021-01-10 00:00:00,3,19,22,3.14,2,2,3,5,8,2,0,0,42,324.91,2021-11-08 11:28:08
Pend Oreille County,2021-01-17 00:00:00,2,21,23,3.29,1,2,2,5,8,4,1,0,43,310.47,2021-11-08 11:28:08
Pend Oreille County,2021-01-24 00:00:00,4,16,20,2.86,0,0,3,3,10,3,1,0,31,231.05,2021-11-08 11:28:08
Pend Oreille County,2021-01-31 00:00:00,2,10,12,1.71,0,1,3,1,5,2,0,0,19,194.95,2021-11-08 11:28:08
Pend Oreille County,2021-02-07 00:00:00,3,12,15,2.14,4,4,1,4,1,1,0,0,32,267.15,2021-11-08 11:28:08
Pend Oreille County,2021-02-14 00:00:00,0,22,22,3.14,4,1,7,3,3,2,2,0,34,245.49,2021-11-08 11:28:08
Pend Oreille County,2021-02-21 00:00:00,0,12,12,1.71,0,0,2,2,3,4,1,0,23,173.29,2021-11-08 11:28:08
Pend Oreille County,2021-02-28 00:00:00,4,8,12,1.71,1,0,5,2,2,1,1,0,18,129.96,2021-11-08 11:28:08
Pend Oreille County,2021-03-07 00:00:00,0,6,6,0.86,0,0,0,1,0,5,0,0,15,122.74,2021-11-08 11:28:08
Pend Oreille County,2021-03-14 00:00:00,1,10,11,1.57,1,1,0,5,3,1,0,0,19,151.62,2021-11-08 11:28:08
Pend Oreille County,2021-03-21 00:00:00,0,10,10,1.43,1,1,0,4,2,2,0,0,18,137.18,2021-11-08 11:28:08
Pend Oreille County,2021-03-28 00:00:00,1,8,9,1.29,1,0,1,5,1,1,0,0,13,93.86,2021-11-08 11:28:08
Pend Oreille County,2021-04-04 00:00:00,1,3,4,0.57,0,0,1,1,1,1,0,0,10,129.96,2021-11-08 11:28:08
Pend Oreille County,2021-04-11 00:00:00,1,13,14,2,4,4,2,2,2,0,0,0,22,202.17,2021-11-08 11:28:08
Pend Oreille County,2021-04-18 00:00:00,0,14,14,2,1,5,3,1,3,1,0,0,23,202.17,2021-11-08 11:28:08
Pend Oreille County,2021-04-25 00:00:00,0,14,14,2,4,1,4,2,2,1,0,0,22,158.84,2021-11-08 11:28:08
Pend Oreille County,2021-05-02 00:00:00,1,7,8,1.14,0,0,2,1,2,3,0,0,19,151.62,2021-11-08 11:28:08
Pend Oreille County,2021-05-09 00:00:00,1,12,13,1.86,1,1,5,3,3,0,0,0,23,223.83,2021-11-08 11:28:08
Pend Oreille County,2021-05-16 00:00:00,6,12,18,2.57,2,6,2,5,1,1,0,1,31,245.49,2021-11-08 11:28:08
Pend Oreille County,2021-05-23 00:00:00,2,14,16,2.29,1,2,1,7,4,1,0,0,22,166.06,2021-11-08 11:28:08
Pend Oreille County,2021-05-30 00:00:00,1,6,7,1,0,1,1,2,2,1,0,0,16,122.74,2021-11-08 11:28:08
Pend Oreille County,2021-06-06 00:00:00,0,10,10,1.43,1,0,4,4,0,1,0,0,13,101.08,2021-11-08 11:28:08
Pend Oreille County,2021-06-13 00:00:00,0,4,4,0.57,0,1,1,0,2,0,0,0,8,57.76,2021-11-08 11:28:08
Pend Oreille County,2021-06-20 00:00:00,0,4,4,0.57,0,0,3,1,0,0,0,0,9,72.2,2021-11-08 11:28:08
Pend Oreille County,2021-06-27 00:00:00,1,5,6,0.86,0,1,2,1,0,2,0,0,7,50.54,2021-11-08 11:28:08
Pend Oreille County,2021-07-04 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,7,50.54,2021-11-08 11:28:08
Pend Oreille County,2021-07-11 00:00:00,1,5,6,0.86,0,0,2,2,0,2,0,0,14,101.08,2021-11-08 11:28:08
Pend Oreille County,2021-07-18 00:00:00,2,6,8,1.14,0,0,3,3,2,0,0,0,31,223.83,2021-11-08 11:28:08
Pend Oreille County,2021-07-25 00:00:00,2,21,23,3.29,0,0,6,9,3,3,2,0,43,317.69,2021-11-08 11:28:08
Pend Oreille County,2021-08-01 00:00:00,6,15,21,3,0,1,3,3,6,8,0,0,51,397.11,2021-11-08 11:28:08
Pend Oreille County,2021-08-08 00:00:00,6,28,34,4.86,3,1,7,5,12,4,2,0,76,570.4,2021-11-08 11:28:08
Pend Oreille County,2021-08-15 00:00:00,5,40,45,6.43,0,3,13,8,11,7,3,0,91,693.14,2021-11-08 11:28:08
Pend Oreille County,2021-08-22 00:00:00,3,48,51,7.29,2,3,8,13,14,9,2,0,120,974.73,2021-11-08 11:28:08
Pend Oreille County,2021-08-29 00:00:00,14,70,84,12,3,12,14,20,16,14,5,0,130,1111.91,2021-11-08 11:28:08
Pend Oreille County,2021-09-05 00:00:00,11,59,70,10,6,18,6,11,15,11,3,0,114,974.73,2021-11-08 11:28:08
Pend Oreille County,2021-09-12 00:00:00,2,63,65,9.29,12,9,13,10,15,4,2,0,118,1010.83,2021-11-08 11:28:08
Pend Oreille County,2021-09-19 00:00:00,8,67,75,10.71,11,11,17,13,11,11,1,0,120,1003.61,2021-11-08 11:28:08
Pend Oreille County,2021-09-26 00:00:00,14,50,64,9.14,9,10,9,17,11,7,1,0,103,880.87,2021-11-08 11:28:08
Pend Oreille County,2021-10-03 00:00:00,18,40,58,8.29,13,6,7,14,10,7,1,0,87,743.68,2021-11-08 11:28:08
Pend Oreille County,2021-10-10 00:00:00,5,40,45,6.43,12,4,6,7,7,9,0,0,73,584.84,2021-11-08 11:28:08
Pend Oreille County,2021-10-17 00:00:00,10,26,36,5.14,2,6,4,4,8,10,2,0,66,490.97,2021-11-08 11:28:08
Pend Oreille County,2021-10-24 00:00:00,4,28,32,4.57,1,1,8,3,9,9,1,0,61,469.31,2021-11-08 11:28:08
Pend Oreille County,2021-10-31 00:00:00,5,28,33,4.71,4,0,6,9,11,3,0,0,4,0,2021-11-08 11:28:08
Pierce County,2020-02-23 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,13,1.67,2021-11-08 11:28:08
Pierce County,2020-03-01 00:00:00,0,14,14,2,1,1,2,5,4,0,1,0,59,6.99,2021-11-08 11:28:08
Pierce County,2020-03-08 00:00:00,0,49,49,7,2,2,5,17,16,5,2,0,200,22.76,2021-11-08 11:28:08
Pierce County,2020-03-15 00:00:00,0,156,156,22.29,1,4,27,39,44,37,4,0,396,44.52,2021-11-08 11:28:08
Pierce County,2020-03-22 00:00:00,0,245,245,35,2,3,52,57,79,42,10,0,544,61.4,2021-11-08 11:28:08
Pierce County,2020-03-29 00:00:00,0,308,308,44,5,4,58,73,83,55,30,0,530,59.84,2021-11-08 11:28:08
Pierce County,2020-04-05 00:00:00,0,231,231,33,2,7,48,62,71,27,14,0,437,49.41,2021-11-08 11:28:08
Pierce County,2020-04-12 00:00:00,0,214,214,30.57,1,7,44,46,66,39,11,0,363,41.41,2021-11-08 11:28:08
Pierce County,2020-04-19 00:00:00,0,159,159,22.71,3,7,39,45,44,11,10,0,318,36.75,2021-11-08 11:28:08
Pierce County,2020-04-26 00:00:00,0,172,172,24.57,3,10,46,54,37,16,6,0,320,37.64,2021-11-08 11:28:08
Pierce County,2020-05-03 00:00:00,0,167,167,23.86,8,11,40,38,38,19,13,0,267,30.98,2021-11-08 11:28:08
Pierce County,2020-05-10 00:00:00,0,112,112,16,5,7,26,33,23,10,8,0,178,20.32,2021-11-08 11:28:08
Pierce County,2020-05-17 00:00:00,0,71,71,10.14,3,2,22,17,13,7,7,0,151,17.76,2021-11-08 11:28:08
Pierce County,2020-05-24 00:00:00,0,89,89,12.71,3,6,21,23,19,7,10,0,178,21.09,2021-11-08 11:28:08
Pierce County,2020-05-31 00:00:00,0,101,101,14.43,5,7,36,24,18,9,2,0,192,22.32,2021-11-08 11:28:08
Pierce County,2020-06-07 00:00:00,0,100,100,14.29,4,5,35,22,22,7,5,0,247,29.42,2021-11-08 11:28:08
Pierce County,2020-06-14 00:00:00,0,165,165,23.57,10,8,78,35,19,9,6,0,421,48.85,2021-11-08 11:28:08
Pierce County,2020-06-21 00:00:00,0,275,275,39.29,7,12,146,51,34,13,12,0,578,69.06,2021-11-08 11:28:08
Pierce County,2020-06-28 00:00:00,0,347,347,49.57,12,32,163,62,44,22,12,0,728,89.37,2021-11-08 11:28:08
Pierce County,2020-07-05 00:00:00,1,457,458,65.43,22,55,195,102,52,20,12,0,968,116.46,2021-11-08 11:28:08
Pierce County,2020-07-12 00:00:00,3,588,591,84.43,34,47,218,151,82,36,23,0,1233,148.55,2021-11-08 11:28:08
Pierce County,2020-07-19 00:00:00,1,746,747,106.71,27,78,258,186,105,63,30,0,1276,150.77,2021-11-08 11:28:08
Pierce County,2020-07-26 00:00:00,3,608,611,87.29,39,43,172,151,121,66,18,1,1035,123.46,2021-11-08 11:28:08
Pierce County,2020-08-02 00:00:00,7,494,501,71.57,29,48,148,134,97,38,7,0,863,101.48,2021-11-08 11:28:08
Pierce County,2020-08-09 00:00:00,3,410,413,59,18,33,125,113,88,29,7,0,689,82.49,2021-11-08 11:28:08
Pierce County,2020-08-16 00:00:00,8,322,330,47.14,26,28,106,84,54,20,12,0,586,68.06,2021-11-08 11:28:08
Pierce County,2020-08-23 00:00:00,11,272,283,40.43,9,18,89,77,56,23,11,0,515,62.17,2021-11-08 11:28:08
Pierce County,2020-08-30 00:00:00,1,276,277,39.57,16,29,80,68,49,22,13,0,480,56.29,2021-11-08 11:28:08
Pierce County,2020-09-06 00:00:00,3,227,230,32.86,9,18,79,57,44,16,6,1,499,60.06,2021-11-08 11:28:08
Pierce County,2020-09-13 00:00:00,9,302,311,44.43,24,18,98,64,62,28,17,0,616,74.83,2021-11-08 11:28:08
Pierce County,2020-09-20 00:00:00,11,352,363,51.86,27,31,106,103,62,24,10,0,667,80.71,2021-11-08 11:28:08
Pierce County,2020-09-27 00:00:00,12,352,364,52,28,32,110,86,74,25,8,1,802,95.48,2021-11-08 11:28:08
Pierce County,2020-10-04 00:00:00,9,487,496,70.86,22,36,138,132,111,39,18,0,955,117.58,2021-11-08 11:28:08
Pierce County,2020-10-11 00:00:00,13,550,563,80.43,34,70,144,152,102,37,24,0,1131,137.56,2021-11-08 11:28:08
Pierce County,2020-10-18 00:00:00,16,660,676,96.57,50,58,198,149,137,54,30,0,1339,161.1,2021-11-08 11:28:08
Pierce County,2020-10-25 00:00:00,12,763,775,110.71,40,72,239,194,141,59,30,0,1806,222.6,2021-11-08 11:28:08
Pierce County,2020-11-01 00:00:00,9,1221,1230,175.71,84,115,397,335,188,86,25,0,2706,331.96,2021-11-08 11:28:08
Pierce County,2020-11-08 00:00:00,25,1735,1760,251.43,123,161,589,453,294,104,35,1,3682,449.1,2021-11-08 11:28:08
Pierce County,2020-11-15 00:00:00,37,2248,2285,326.43,163,200,731,568,405,163,53,2,4041,482.4,2021-11-08 11:28:08
Pierce County,2020-11-22 00:00:00,21,2039,2060,294.29,139,165,626,488,396,168,77,1,4034,490.84,2021-11-08 11:28:08
Pierce County,2020-11-29 00:00:00,63,2298,2361,337.29,168,219,748,558,418,181,66,3,4109,494.06,2021-11-08 11:28:08
Pierce County,2020-12-06 00:00:00,29,2060,2089,298.43,145,196,605,496,408,168,68,3,3682,441.88,2021-11-08 11:28:08
Pierce County,2020-12-13 00:00:00,68,1823,1891,270.14,133,165,551,428,374,166,73,1,3240,387.48,2021-11-08 11:28:08
Pierce County,2020-12-20 00:00:00,61,1538,1599,228.43,101,149,441,366,319,140,82,1,3423,421.23,2021-11-08 11:28:08
Pierce County,2020-12-27 00:00:00,97,2098,2195,313.57,143,228,693,523,351,169,86,2,4240,518.15,2021-11-08 11:28:08
Pierce County,2021-01-03 00:00:00,151,2321,2472,353.14,168,259,893,554,400,124,72,2,3948,471.08,2021-11-08 11:28:08
Pierce County,2021-01-10 00:00:00,68,1703,1771,253,158,137,653,368,259,147,46,3,2962,356.17,2021-11-08 11:28:08
Pierce County,2021-01-17 00:00:00,66,1371,1437,205.29,105,141,426,326,268,123,48,0,2451,296.77,2021-11-08 11:28:08
Pierce County,2021-01-24 00:00:00,128,1108,1236,176.57,98,124,360,304,217,89,43,1,2182,264.57,2021-11-08 11:28:08
Pierce County,2021-01-31 00:00:00,193,954,1147,163.86,77,124,347,272,200,91,34,2,1792,214.83,2021-11-08 11:28:08
Pierce County,2021-02-07 00:00:00,104,684,788,112.57,62,81,203,175,150,83,32,2,1540,186.63,2021-11-08 11:28:08
Pierce County,2021-02-14 00:00:00,166,727,893,127.57,68,73,280,226,162,61,22,1,1680,208.06,2021-11-08 11:28:08
Pierce County,2021-02-21 00:00:00,143,838,981,140.14,83,111,342,213,163,51,16,2,1660,202.73,2021-11-08 11:28:08
Pierce County,2021-02-28 00:00:00,159,686,845,120.71,74,92,238,218,167,43,12,1,1538,189.3,2021-11-08 11:28:08
Pierce County,2021-03-07 00:00:00,163,697,860,122.86,90,77,264,218,151,54,6,0,1709,215.61,2021-11-08 11:28:08
Pierce County,2021-03-14 00:00:00,230,852,1082,154.57,109,124,314,284,177,62,12,0,1977,248.03,2021-11-08 11:28:08
Pierce County,2021-03-21 00:00:00,215,937,1152,164.57,107,150,362,288,175,53,14,3,2184,274.45,2021-11-08 11:28:08
Pierce County,2021-03-28 00:00:00,287,1033,1320,188.57,118,170,426,315,219,57,15,0,2471,312.65,2021-11-08 11:28:08
Pierce County,2021-04-04 00:00:00,341,1155,1496,213.71,154,191,473,396,204,64,13,1,2886,363.05,2021-11-08 11:28:08
Pierce County,2021-04-11 00:00:00,307,1467,1774,253.43,171,213,609,444,274,49,12,2,3251,414.79,2021-11-08 11:28:08
Pierce County,2021-04-18 00:00:00,309,1653,1962,280.29,212,273,618,494,278,72,15,0,3297,409.79,2021-11-08 11:28:08
Pierce County,2021-04-25 00:00:00,300,1429,1729,247,173,221,610,411,247,56,11,0,2859,354.39,2021-11-08 11:28:08
Pierce County,2021-05-02 00:00:00,247,1216,1463,209,149,184,471,355,217,68,18,1,2276,285.22,2021-11-08 11:28:08
Pierce County,2021-05-09 00:00:00,177,929,1106,158,132,161,347,229,165,60,12,0,1733,214.61,2021-11-08 11:28:08
Pierce County,2021-05-16 00:00:00,103,724,827,118.14,84,116,227,201,141,47,11,0,1308,166.09,2021-11-08 11:28:08
Pierce County,2021-05-23 00:00:00,96,573,669,95.57,89,99,194,166,92,26,3,0,1051,130.9,2021-11-08 11:28:08
Pierce County,2021-05-30 00:00:00,87,423,510,72.86,54,74,139,125,77,34,7,0,822,100.81,2021-11-08 11:28:08
Pierce County,2021-06-06 00:00:00,67,331,398,56.86,46,40,96,105,71,33,7,0,624,74.16,2021-11-08 11:28:08
Pierce County,2021-06-13 00:00:00,47,223,270,38.57,18,26,95,74,36,18,3,0,511,63.84,2021-11-08 11:28:08
Pierce County,2021-06-20 00:00:00,40,265,305,43.57,38,26,83,81,52,22,3,0,540,65.95,2021-11-08 11:28:08
Pierce County,2021-06-27 00:00:00,46,243,289,41.29,26,28,101,77,39,14,4,0,660,80.71,2021-11-08 11:28:08
Pierce County,2021-07-04 00:00:00,80,358,438,62.57,28,39,167,112,66,21,5,0,950,116.91,2021-11-08 11:28:08
Pierce County,2021-07-11 00:00:00,117,498,615,87.86,52,51,255,145,85,23,3,1,1342,169.31,2021-11-08 11:28:08
Pierce County,2021-07-18 00:00:00,160,750,910,130,93,90,325,209,141,46,6,0,2180,277.23,2021-11-08 11:28:08
Pierce County,2021-07-25 00:00:00,313,1274,1587,226.71,166,151,569,378,223,88,11,1,3380,427.67,2021-11-08 11:28:08
Pierce County,2021-08-01 00:00:00,425,1840,2265,323.57,222,250,832,522,297,118,22,2,4550,572.33,2021-11-08 11:28:08
Pierce County,2021-08-08 00:00:00,623,2267,2890,412.86,299,306,1004,685,412,153,31,0,5256,655.16,2021-11-08 11:28:08
Pierce County,2021-08-15 00:00:00,577,2434,3011,430.14,323,322,914,740,475,197,39,1,5568,693.13,2021-11-08 11:28:08
Pierce County,2021-08-22 00:00:00,582,2650,3232,461.71,340,335,995,800,485,212,64,1,5713,720.22,2021-11-08 11:28:08
Pierce County,2021-08-29 00:00:00,451,2804,3255,465,440,334,953,780,488,212,48,0,5323,671.37,2021-11-08 11:28:08
Pierce County,2021-09-05 00:00:00,305,2487,2792,398.86,438,286,813,672,384,166,32,1,4621,588.1,2021-11-08 11:28:08
Pierce County,2021-09-12 00:00:00,314,2191,2505,357.86,387,289,662,553,410,167,37,0,4375,571.67,2021-11-08 11:28:08
Pierce County,2021-09-19 00:00:00,352,2292,2644,377.71,472,302,690,604,384,160,32,0,4268,561.45,2021-11-08 11:28:08
Pierce County,2021-09-26 00:00:00,311,2102,2413,344.71,469,320,553,558,346,136,31,0,3923,504.05,2021-11-08 11:28:08
Pierce County,2021-10-03 00:00:00,225,1902,2127,303.86,330,287,496,531,330,125,26,2,3617,467.08,2021-11-08 11:28:08
Pierce County,2021-10-10 00:00:00,215,1865,2080,297.14,323,267,457,487,342,173,31,0,3565,456.09,2021-11-08 11:28:08
Pierce County,2021-10-17 00:00:00,236,1792,2028,289.71,296,247,460,473,335,167,50,0,3212,407.02,2021-11-08 11:28:08
Pierce County,2021-10-24 00:00:00,169,1469,1638,234,286,168,374,382,281,121,25,1,2516,315.53,2021-11-08 11:28:08
Pierce County,2021-10-31 00:00:00,148,1056,1204,172,201,125,283,270,204,99,21,1,326,0,2021-11-08 11:28:08
San Juan County,2020-03-15 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,4,23.07,2021-11-08 11:28:08
San Juan County,2020-03-22 00:00:00,0,2,2,0.29,0,0,0,1,0,1,0,0,9,51.9,2021-11-08 11:28:08
San Juan County,2020-03-29 00:00:00,0,7,7,1,0,0,0,2,3,2,0,0,8,51.9,2021-11-08 11:28:08
San Juan County,2020-04-05 00:00:00,0,2,2,0.29,0,1,0,1,0,0,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2020-04-12 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,1,5.77,2021-11-08 11:28:08
San Juan County,2020-05-03 00:00:00,0,1,1,0.14,0,0,0,0,0,0,1,0,1,5.77,2021-11-08 11:28:08
San Juan County,2020-06-07 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,1,11.53,2021-11-08 11:28:08
San Juan County,2020-06-14 00:00:00,0,1,1,0.14,0,1,0,0,0,0,0,0,2,11.53,2021-11-08 11:28:08
San Juan County,2020-06-21 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,2,11.53,2021-11-08 11:28:08
San Juan County,2020-06-28 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2020-07-05 00:00:00,0,2,2,0.29,0,0,2,0,0,0,0,0,5,28.84,2021-11-08 11:28:08
San Juan County,2020-07-12 00:00:00,0,3,3,0.43,0,0,0,0,3,0,0,0,6,34.6,2021-11-08 11:28:08
San Juan County,2020-07-19 00:00:00,0,3,3,0.43,0,0,1,0,1,1,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2020-10-11 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2020-10-18 00:00:00,0,2,2,0.29,0,0,0,1,0,1,0,0,4,23.07,2021-11-08 11:28:08
San Juan County,2020-10-25 00:00:00,0,2,2,0.29,0,0,0,0,0,2,0,0,7,40.37,2021-11-08 11:28:08
San Juan County,2020-11-01 00:00:00,0,5,5,0.71,0,0,0,0,3,2,0,0,13,103.81,2021-11-08 11:28:08
San Juan County,2020-11-08 00:00:00,0,13,13,1.86,4,1,2,4,1,1,0,0,18,109.57,2021-11-08 11:28:08
San Juan County,2020-11-15 00:00:00,0,6,6,0.86,0,1,0,0,1,4,0,0,6,40.37,2021-11-08 11:28:08
San Juan County,2020-11-22 00:00:00,0,1,1,0.14,0,1,0,0,0,0,0,0,5,28.84,2021-11-08 11:28:08
San Juan County,2020-11-29 00:00:00,0,4,4,0.57,0,0,0,0,1,2,1,0,11,63.44,2021-11-08 11:28:08
San Juan County,2020-12-06 00:00:00,0,7,7,1,0,0,0,2,5,0,0,0,8,46.14,2021-11-08 11:28:08
San Juan County,2020-12-13 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2020-12-20 00:00:00,0,2,2,0.29,0,0,1,1,0,0,0,0,7,46.14,2021-11-08 11:28:08
San Juan County,2020-12-27 00:00:00,0,6,6,0.86,1,0,0,0,3,1,1,0,10,74.97,2021-11-08 11:28:08
San Juan County,2021-01-03 00:00:00,0,7,7,1,3,0,1,1,2,0,0,0,12,69.2,2021-11-08 11:28:08
San Juan County,2021-01-10 00:00:00,0,5,5,0.71,0,0,2,0,2,1,0,0,8,46.14,2021-11-08 11:28:08
San Juan County,2021-01-17 00:00:00,0,3,3,0.43,0,0,0,2,1,0,0,0,7,46.14,2021-11-08 11:28:08
San Juan County,2021-01-24 00:00:00,0,5,5,0.71,1,0,1,0,1,2,0,0,14,126.87,2021-11-08 11:28:08
San Juan County,2021-01-31 00:00:00,0,17,17,2.43,5,3,3,4,2,0,0,0,19,132.64,2021-11-08 11:28:08
San Juan County,2021-02-07 00:00:00,0,6,6,0.86,3,1,1,1,0,0,0,0,6,34.6,2021-11-08 11:28:08
San Juan County,2021-02-28 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,3,17.3,2021-11-08 11:28:08
San Juan County,2021-03-07 00:00:00,0,2,2,0.29,0,0,1,0,0,1,0,0,4,23.07,2021-11-08 11:28:08
San Juan County,2021-03-14 00:00:00,1,1,2,0.29,0,0,1,1,0,0,0,0,4,23.07,2021-11-08 11:28:08
San Juan County,2021-03-21 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,0,6,57.67,2021-11-08 11:28:08
San Juan County,2021-03-28 00:00:00,0,8,8,1.14,1,3,1,1,2,0,0,0,16,138.41,2021-11-08 11:28:08
San Juan County,2021-04-04 00:00:00,0,16,16,2.29,0,8,3,1,3,1,0,0,20,149.94,2021-11-08 11:28:08
San Juan County,2021-04-11 00:00:00,2,8,10,1.43,2,4,0,2,2,0,0,0,16,103.81,2021-11-08 11:28:08
San Juan County,2021-04-18 00:00:00,0,8,8,1.14,0,2,1,3,1,1,0,0,9,51.9,2021-11-08 11:28:08
San Juan County,2021-04-25 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,5,28.84,2021-11-08 11:28:08
San Juan County,2021-05-02 00:00:00,0,4,4,0.57,0,0,2,1,1,0,0,0,5,46.14,2021-11-08 11:28:08
San Juan County,2021-05-09 00:00:00,0,4,4,0.57,0,3,0,1,0,0,0,0,9,57.67,2021-11-08 11:28:08
San Juan County,2021-05-16 00:00:00,0,6,6,0.86,0,1,4,1,0,0,0,0,7,40.37,2021-11-08 11:28:08
San Juan County,2021-05-23 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,1,5.77,2021-11-08 11:28:08
San Juan County,2021-07-11 00:00:00,0,3,3,0.43,0,0,0,0,2,1,0,0,5,28.84,2021-11-08 11:28:08
San Juan County,2021-07-18 00:00:00,0,2,2,0.29,0,0,0,2,0,0,0,0,8,51.9,2021-11-08 11:28:08
San Juan County,2021-07-25 00:00:00,0,7,7,1,0,1,5,0,1,0,0,0,17,115.34,2021-11-08 11:28:08
San Juan County,2021-08-01 00:00:00,2,11,13,1.86,3,0,4,1,3,2,0,0,25,167.24,2021-11-08 11:28:08
San Juan County,2021-08-08 00:00:00,0,16,16,2.29,3,1,7,2,2,1,0,0,28,178.78,2021-11-08 11:28:08
San Juan County,2021-08-15 00:00:00,1,14,15,2.14,3,0,3,1,3,4,1,0,25,149.94,2021-11-08 11:28:08
San Juan County,2021-08-22 00:00:00,0,11,11,1.57,0,1,0,4,2,4,0,0,22,161.48,2021-11-08 11:28:08
San Juan County,2021-08-29 00:00:00,2,15,17,2.43,6,0,1,7,0,3,0,0,26,155.71,2021-11-08 11:28:08
San Juan County,2021-09-05 00:00:00,2,8,10,1.43,1,0,4,1,1,2,1,0,12,74.97,2021-11-08 11:28:08
San Juan County,2021-09-12 00:00:00,0,3,3,0.43,1,0,0,1,1,0,0,0,10,57.67,2021-11-08 11:28:08
San Juan County,2021-09-19 00:00:00,0,7,7,1,0,0,3,2,1,1,0,0,12,86.51,2021-11-08 11:28:08
San Juan County,2021-09-26 00:00:00,0,8,8,1.14,3,0,0,3,1,1,0,0,11,63.44,2021-11-08 11:28:08
San Juan County,2021-10-03 00:00:00,1,2,3,0.43,0,0,0,2,0,0,1,0,14,178.78,2021-11-08 11:28:08
San Juan County,2021-10-10 00:00:00,3,25,28,4,5,12,2,7,1,1,0,0,35,242.21,2021-11-08 11:28:08
San Juan County,2021-10-17 00:00:00,0,14,14,2,6,1,4,1,0,2,0,0,17,98.04,2021-11-08 11:28:08
San Juan County,2021-10-24 00:00:00,0,3,3,0.43,0,0,1,1,1,0,0,0,3,28.84,2021-11-08 11:28:08
