County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-11,Age 12-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnkAge,14-Day Count,14-Day Case Rate,dtm_updated
Mason County,2021-01-24 00:00:00,4,58,62,8.86,0,1,20,17,19,4,1,0,109,175.17,2021-11-08 11:28:08
Mason County,2021-01-31 00:00:00,3,50,53,7.57,3,3,16,17,8,6,0,0,78,118.81,2021-11-08 11:28:08
Mason County,2021-02-07 00:00:00,2,23,25,3.57,0,0,11,6,4,4,0,0,46,71.59,2021-11-08 11:28:08
Mason County,2021-02-14 00:00:00,1,21,22,3.14,1,0,9,7,4,0,1,0,40,63.98,2021-11-08 11:28:08
Mason County,2021-02-21 00:00:00,3,17,20,2.86,0,2,7,7,1,2,1,0,41,65.5,2021-11-08 11:28:08
Mason County,2021-02-28 00:00:00,1,22,23,3.29,2,0,2,7,7,3,2,0,48,76.16,2021-11-08 11:28:08
Mason County,2021-03-07 00:00:00,6,21,27,3.86,0,2,8,6,5,5,1,0,45,73.12,2021-11-08 11:28:08
Mason County,2021-03-14 00:00:00,0,21,21,3,0,3,5,5,5,1,2,0,43,71.59,2021-11-08 11:28:08
Mason County,2021-03-21 00:00:00,4,22,26,3.71,2,2,5,6,11,0,0,0,59,100.53,2021-11-08 11:28:08
Mason County,2021-03-28 00:00:00,3,37,40,5.71,2,5,8,7,11,4,3,0,76,118.81,2021-11-08 11:28:08
Mason County,2021-04-04 00:00:00,2,36,38,5.43,1,1,10,7,9,8,2,0,83,137.09,2021-11-08 11:28:08
Mason County,2021-04-11 00:00:00,4,48,52,7.43,3,4,18,16,7,2,1,1,103,169.08,2021-11-08 11:28:08
Mason County,2021-04-18 00:00:00,7,52,59,8.43,3,5,16,24,9,1,1,0,99,162.99,2021-11-08 11:28:08
Mason County,2021-04-25 00:00:00,5,43,48,6.86,3,5,18,12,6,3,1,0,86,140.14,2021-11-08 11:28:08
Mason County,2021-05-02 00:00:00,3,41,44,6.29,3,3,14,10,7,6,1,0,79,143.18,2021-11-08 11:28:08
Mason County,2021-05-09 00:00:00,6,44,50,7.14,6,9,17,9,5,2,2,0,72,131,2021-11-08 11:28:08
Mason County,2021-05-16 00:00:00,0,36,36,5.14,6,8,5,10,5,2,0,0,62,102.06,2021-11-08 11:28:08
Mason County,2021-05-23 00:00:00,1,30,31,4.43,2,3,10,6,7,3,0,0,53,85.3,2021-11-08 11:28:08
Mason County,2021-05-30 00:00:00,4,21,25,3.57,1,2,8,6,6,2,0,0,48,77.68,2021-11-08 11:28:08
Mason County,2021-06-06 00:00:00,3,23,26,3.71,1,2,9,2,8,2,2,0,47,76.16,2021-11-08 11:28:08
Mason County,2021-06-13 00:00:00,1,23,24,3.43,1,2,11,4,3,3,0,0,43,65.5,2021-11-08 11:28:08
Mason County,2021-06-20 00:00:00,1,18,19,2.71,0,0,5,6,7,1,0,0,29,54.84,2021-11-08 11:28:08
Mason County,2021-06-27 00:00:00,2,15,17,2.43,5,2,4,3,2,0,1,0,27,44.17,2021-11-08 11:28:08
Mason County,2021-07-04 00:00:00,0,12,12,1.71,1,1,6,3,1,0,0,0,23,42.65,2021-11-08 11:28:08
Mason County,2021-07-11 00:00:00,3,13,16,2.29,2,3,2,3,5,0,1,0,57,97.49,2021-11-08 11:28:08
Mason County,2021-07-18 00:00:00,1,47,48,6.86,2,5,20,10,7,4,0,0,113,185.83,2021-11-08 11:28:08
Mason County,2021-07-25 00:00:00,7,67,74,10.57,3,6,18,20,16,10,1,0,166,275.7,2021-11-08 11:28:08
Mason County,2021-08-01 00:00:00,16,91,107,15.29,5,10,46,21,15,10,0,0,297,527.04,2021-11-08 11:28:08
Mason County,2021-08-08 00:00:00,18,221,239,34.14,22,27,69,61,37,21,2,0,424,711.35,2021-11-08 11:28:08
Mason County,2021-08-15 00:00:00,12,216,228,32.57,20,23,55,61,43,22,3,1,425,703.73,2021-11-08 11:28:08
Mason County,2021-08-22 00:00:00,12,222,234,33.43,15,22,70,52,48,23,4,0,427,712.87,2021-11-08 11:28:08
Mason County,2021-08-29 00:00:00,10,224,234,33.43,18,23,78,57,38,12,8,0,442,769.23,2021-11-08 11:28:08
Mason County,2021-09-05 00:00:00,8,263,271,38.71,30,33,69,67,45,19,8,0,424,728.1,2021-11-08 11:28:08
Mason County,2021-09-12 00:00:00,3,204,207,29.57,24,30,49,53,28,21,2,0,377,658.04,2021-11-08 11:28:08
Mason County,2021-09-19 00:00:00,4,221,225,32.14,33,22,71,49,28,19,3,0,437,787.51,2021-11-08 11:28:08
Mason County,2021-09-26 00:00:00,12,280,292,41.71,49,31,66,66,60,13,7,0,455,805.79,2021-11-08 11:28:08
Mason County,2021-10-03 00:00:00,6,231,237,33.86,27,47,59,42,34,23,5,0,344,616.91,2021-11-08 11:28:08
Mason County,2021-10-10 00:00:00,3,165,168,24,31,30,41,30,23,11,2,0,311,572.73,2021-11-08 11:28:08
Mason County,2021-10-17 00:00:00,5,203,208,29.71,30,35,48,44,24,17,10,0,322,542.27,2021-11-08 11:28:08
Mason County,2021-10-24 00:00:00,5,143,148,21.14,22,12,28,31,28,17,10,0,224,391.47,2021-11-08 11:28:08
Mason County,2021-10-31 00:00:00,4,105,109,15.57,20,13,23,24,14,11,4,0,33,0,2021-11-08 11:28:08
Okanogan County,2020-03-15 00:00:00,0,2,2,0.29,0,0,0,0,1,1,0,0,4,9.27,2021-11-08 11:28:08
Okanogan County,2020-03-22 00:00:00,0,2,2,0.29,0,0,0,0,1,1,0,0,6,18.55,2021-11-08 11:28:08
Okanogan County,2020-03-29 00:00:00,0,6,6,0.86,1,1,1,1,0,2,0,0,8,23.19,2021-11-08 11:28:08
Okanogan County,2020-04-05 00:00:00,0,4,4,0.57,0,2,0,0,2,0,0,0,5,11.59,2021-11-08 11:28:08
Okanogan County,2020-04-12 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,9,20.87,2021-11-08 11:28:08
Okanogan County,2020-04-19 00:00:00,0,8,8,1.14,0,0,2,2,4,0,0,0,8,20.87,2021-11-08 11:28:08
Okanogan County,2020-04-26 00:00:00,0,1,1,0.14,1,0,0,0,0,0,0,0,6,13.91,2021-11-08 11:28:08
Okanogan County,2020-05-03 00:00:00,0,5,5,0.71,0,0,3,1,0,1,0,0,14,39.42,2021-11-08 11:28:08
Okanogan County,2020-05-10 00:00:00,0,12,12,1.71,0,3,4,3,2,0,0,0,15,41.73,2021-11-08 11:28:08
Okanogan County,2020-05-17 00:00:00,0,6,6,0.86,0,3,3,0,0,0,0,0,13,32.46,2021-11-08 11:28:08
Okanogan County,2020-05-24 00:00:00,0,8,8,1.14,0,1,4,1,2,0,0,0,17,46.37,2021-11-08 11:28:08
Okanogan County,2020-05-31 00:00:00,0,12,12,1.71,2,1,3,2,4,0,0,0,21,51.01,2021-11-08 11:28:08
Okanogan County,2020-06-07 00:00:00,0,10,10,1.43,0,1,1,4,1,3,0,0,19,44.05,2021-11-08 11:28:08
Okanogan County,2020-06-14 00:00:00,0,9,9,1.29,0,0,2,2,3,2,0,0,30,71.88,2021-11-08 11:28:08
Okanogan County,2020-06-21 00:00:00,0,22,22,3.14,0,1,12,9,0,0,0,0,68,180.85,2021-11-08 11:28:08
Okanogan County,2020-06-28 00:00:00,2,54,56,8,3,7,22,14,8,1,1,0,159,403.43,2021-11-08 11:28:08
Okanogan County,2020-07-05 00:00:00,2,116,118,16.86,5,10,36,47,14,6,0,0,333,908.88,2021-11-08 11:28:08
Okanogan County,2020-07-12 00:00:00,1,273,274,39.14,15,44,73,68,48,23,3,0,414,1041.04,2021-11-08 11:28:08
Okanogan County,2020-07-19 00:00:00,0,175,175,25,15,20,57,40,32,10,1,0,278,702.53,2021-11-08 11:28:08
Okanogan County,2020-07-26 00:00:00,2,126,128,18.29,13,12,45,34,16,8,0,0,201,493.86,2021-11-08 11:28:08
Okanogan County,2020-08-02 00:00:00,2,83,85,12.14,5,7,22,23,21,4,3,0,137,345.47,2021-11-08 11:28:08
Okanogan County,2020-08-09 00:00:00,1,63,64,9.14,2,10,15,21,7,7,2,0,117,278.23,2021-11-08 11:28:08
Okanogan County,2020-08-16 00:00:00,2,54,56,8,0,3,23,11,16,3,0,0,86,213.31,2021-11-08 11:28:08
Okanogan County,2020-08-23 00:00:00,5,31,36,5.14,4,2,14,8,4,3,1,0,48,115.93,2021-11-08 11:28:08
Okanogan County,2020-08-30 00:00:00,10,4,14,2,0,2,4,2,4,2,0,0,17,44.05,2021-11-08 11:28:08
Okanogan County,2020-09-06 00:00:00,3,2,5,0.71,0,2,0,1,0,0,2,0,12,27.82,2021-11-08 11:28:08
Okanogan County,2020-09-13 00:00:00,5,2,7,1,0,0,3,1,2,1,0,0,14,34.78,2021-11-08 11:28:08
Okanogan County,2020-09-20 00:00:00,3,5,8,1.14,0,1,1,5,1,0,0,0,17,39.42,2021-11-08 11:28:08
Okanogan County,2020-09-27 00:00:00,7,2,9,1.29,0,0,0,3,1,5,0,0,15,37.1,2021-11-08 11:28:08
Okanogan County,2020-10-04 00:00:00,1,6,7,1,0,1,1,1,1,3,0,0,10,27.82,2021-11-08 11:28:08
Okanogan County,2020-10-11 00:00:00,1,4,5,0.71,1,1,0,2,1,0,0,0,25,57.96,2021-11-08 11:28:08
Okanogan County,2020-10-18 00:00:00,2,18,20,2.86,0,0,8,1,7,3,0,1,37,111.29,2021-11-08 11:28:08
Okanogan County,2020-10-25 00:00:00,6,22,28,4,6,5,4,8,2,0,3,0,44,104.34,2021-11-08 11:28:08
Okanogan County,2020-11-01 00:00:00,7,10,17,2.43,1,0,4,5,6,1,0,0,39,102.02,2021-11-08 11:28:08
Okanogan County,2020-11-08 00:00:00,13,14,27,3.86,2,3,5,6,7,2,2,0,106,287.5,2021-11-08 11:28:08
Okanogan County,2020-11-15 00:00:00,44,53,97,13.86,1,17,20,16,17,12,14,0,130,315.33,2021-11-08 11:28:08
Okanogan County,2020-11-22 00:00:00,10,29,39,5.57,3,3,9,8,4,7,5,0,126,350.1,2021-11-08 11:28:08
Okanogan County,2020-11-29 00:00:00,55,57,112,16,7,18,22,21,25,16,3,0,205,510.09,2021-11-08 11:28:08
Okanogan County,2020-12-06 00:00:00,60,48,108,15.43,3,12,24,23,25,18,3,0,215,535.59,2021-11-08 11:28:08
Okanogan County,2020-12-13 00:00:00,56,67,123,17.57,4,12,26,33,21,18,9,0,195,493.86,2021-11-08 11:28:08
Okanogan County,2020-12-20 00:00:00,41,49,90,12.86,1,17,19,21,20,5,7,0,150,375.61,2021-11-08 11:28:08
Okanogan County,2020-12-27 00:00:00,33,39,72,10.29,4,8,13,12,16,17,2,0,134,352.42,2021-11-08 11:28:08
Okanogan County,2021-01-03 00:00:00,46,34,80,11.43,7,11,25,14,14,6,3,0,134,340.83,2021-11-08 11:28:08
Okanogan County,2021-01-10 00:00:00,37,30,67,9.57,1,12,12,17,13,7,5,0,112,278.23,2021-11-08 11:28:08
Okanogan County,2021-01-17 00:00:00,27,26,53,7.57,3,5,19,9,12,3,2,0,74,171.57,2021-11-08 11:28:08
Okanogan County,2021-01-24 00:00:00,13,8,21,3,0,0,6,8,4,2,1,0,43,104.34,2021-11-08 11:28:08
Okanogan County,2021-01-31 00:00:00,8,16,24,3.43,0,2,8,6,6,2,0,0,34,95.06,2021-11-08 11:28:08
Okanogan County,2021-02-07 00:00:00,11,6,17,2.43,3,4,3,6,0,1,0,0,34,95.06,2021-11-08 11:28:08
Okanogan County,2021-02-14 00:00:00,12,12,24,3.43,4,3,3,5,5,4,0,0,46,134.48,2021-11-08 11:28:08
Okanogan County,2021-02-21 00:00:00,18,16,34,4.86,5,7,7,8,6,1,0,0,50,127.52,2021-11-08 11:28:08
Okanogan County,2021-02-28 00:00:00,17,4,21,3,2,3,7,6,1,2,0,0,31,78.83,2021-11-08 11:28:08
Okanogan County,2021-03-07 00:00:00,9,4,13,1.86,0,3,4,2,3,1,0,0,27,69.56,2021-11-08 11:28:08
Okanogan County,2021-03-14 00:00:00,11,6,17,2.43,1,2,5,4,3,2,0,0,44,118.25,2021-11-08 11:28:08
Okanogan County,2021-03-21 00:00:00,26,8,34,4.86,2,5,8,7,8,4,0,0,53,143.75,2021-11-08 11:28:08
Okanogan County,2021-03-28 00:00:00,21,7,28,4,6,3,7,5,7,0,0,0,61,153.03,2021-11-08 11:28:08
Okanogan County,2021-04-04 00:00:00,24,14,38,5.43,2,3,6,12,10,4,1,0,64,164.62,2021-11-08 11:28:08
Okanogan County,2021-04-11 00:00:00,21,12,33,4.71,3,4,10,5,8,2,1,0,60,153.03,2021-11-08 11:28:08
Okanogan County,2021-04-18 00:00:00,24,9,33,4.71,2,4,9,7,6,5,0,0,74,183.17,2021-11-08 11:28:08
Okanogan County,2021-04-25 00:00:00,30,16,46,6.57,3,2,15,8,12,4,2,0,94,241.13,2021-11-08 11:28:08
Okanogan County,2021-05-02 00:00:00,34,24,58,8.29,4,6,16,10,12,6,4,0,96,243.45,2021-11-08 11:28:08
Okanogan County,2021-05-09 00:00:00,35,12,47,6.71,2,7,9,12,10,6,1,0,75,194.76,2021-11-08 11:28:08
Okanogan County,2021-05-16 00:00:00,20,17,37,5.29,4,5,10,8,7,3,0,0,70,187.8,2021-11-08 11:28:08
Okanogan County,2021-05-23 00:00:00,23,21,44,6.29,7,4,10,7,11,4,1,0,67,185.49,2021-11-08 11:28:08
Okanogan County,2021-05-30 00:00:00,14,22,36,5.14,7,6,6,5,9,1,2,0,57,169.26,2021-11-08 11:28:08
Okanogan County,2021-06-06 00:00:00,16,21,37,5.29,1,15,7,6,7,0,1,0,49,132.16,2021-11-08 11:28:08
Okanogan County,2021-06-13 00:00:00,8,12,20,2.86,1,7,5,1,4,2,0,0,56,139.11,2021-11-08 11:28:08
Okanogan County,2021-06-20 00:00:00,23,17,40,5.71,4,0,7,8,10,9,2,0,60,143.75,2021-11-08 11:28:08
Okanogan County,2021-06-27 00:00:00,4,18,22,3.14,2,0,5,3,9,3,0,0,35,88.11,2021-11-08 11:28:08
Okanogan County,2021-07-04 00:00:00,6,10,16,2.29,1,2,6,3,3,1,0,0,28,76.51,2021-11-08 11:28:08
Okanogan County,2021-07-11 00:00:00,3,14,17,2.43,3,2,2,2,3,5,0,0,31,78.83,2021-11-08 11:28:08
Okanogan County,2021-07-18 00:00:00,8,9,17,2.43,0,3,7,4,1,2,0,0,39,104.34,2021-11-08 11:28:08
Okanogan County,2021-07-25 00:00:00,7,21,28,4,0,6,5,9,3,4,1,0,61,162.3,2021-11-08 11:28:08
Okanogan County,2021-08-01 00:00:00,20,22,42,6,4,5,17,7,4,5,0,0,106,282.87,2021-11-08 11:28:08
Okanogan County,2021-08-08 00:00:00,24,56,80,11.43,8,8,28,21,11,3,1,0,186,505.45,2021-11-08 11:28:08
Okanogan County,2021-08-15 00:00:00,61,77,138,19.71,16,16,35,31,20,19,1,0,357,969.16,2021-11-08 11:28:08
Okanogan County,2021-08-22 00:00:00,149,131,280,40,31,30,74,60,31,42,12,0,494,1314.63,2021-11-08 11:28:08
Okanogan County,2021-08-29 00:00:00,161,126,287,41,38,35,66,57,46,36,9,0,471,1217.25,2021-11-08 11:28:08
Okanogan County,2021-09-05 00:00:00,116,122,238,34,28,26,46,52,46,28,10,2,438,1247.39,2021-11-08 11:28:08
Okanogan County,2021-09-12 00:00:00,153,147,300,42.86,59,41,54,54,53,28,11,0,487,1347.09,2021-11-08 11:28:08
Okanogan County,2021-09-19 00:00:00,158,123,281,40.14,56,38,50,48,48,30,11,0,418,1168.56,2021-11-08 11:28:08
Okanogan County,2021-09-26 00:00:00,126,97,223,31.86,37,49,34,49,27,19,8,0,305,779.04,2021-11-08 11:28:08
Okanogan County,2021-10-03 00:00:00,61,52,113,16.14,15,16,16,28,21,15,2,0,205,549.5,2021-11-08 11:28:08
Okanogan County,2021-10-10 00:00:00,77,47,124,17.71,20,12,23,30,23,12,4,0,234,616.74,2021-11-08 11:28:08
Okanogan County,2021-10-17 00:00:00,76,66,142,20.29,16,16,28,27,27,20,7,1,241,646.88,2021-11-08 11:28:08
Okanogan County,2021-10-24 00:00:00,71,66,137,19.57,22,16,30,23,25,17,4,0,201,517.04,2021-11-08 11:28:08
Okanogan County,2021-10-31 00:00:00,53,33,86,12.29,15,7,19,13,15,11,6,0,22,0,2021-11-08 11:28:08
Pacific County,2020-03-29 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,1,4.58,2021-11-08 11:28:08
Pacific County,2020-04-12 00:00:00,0,2,2,0.29,0,0,1,1,0,0,0,0,3,13.74,2021-11-08 11:28:08
Pacific County,2020-04-19 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,5,22.89,2021-11-08 11:28:08
Pacific County,2020-04-26 00:00:00,0,4,4,0.57,0,0,0,2,2,0,0,0,5,22.89,2021-11-08 11:28:08
Pacific County,2020-05-03 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,1,4.58,2021-11-08 11:28:08
Pacific County,2020-05-31 00:00:00,0,1,1,0.14,0,0,0,1,0,0,0,0,3,13.74,2021-11-08 11:28:08
Pacific County,2020-06-07 00:00:00,0,2,2,0.29,0,0,1,0,1,0,0,0,3,13.74,2021-11-08 11:28:08
Pacific County,2020-06-14 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,4,27.47,2021-11-08 11:28:08
Pacific County,2020-06-21 00:00:00,0,5,5,0.71,0,2,2,1,0,0,0,0,5,22.89,2021-11-08 11:28:08
Pacific County,2020-07-05 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,7,36.63,2021-11-08 11:28:08
Pacific County,2020-07-12 00:00:00,0,7,7,1,0,1,0,1,2,3,0,0,13,59.52,2021-11-08 11:28:08
Pacific County,2020-07-19 00:00:00,0,6,6,0.86,0,0,1,1,2,2,0,0,14,77.84,2021-11-08 11:28:08
Pacific County,2020-07-26 00:00:00,0,11,11,1.57,2,1,2,0,0,5,1,0,23,109.89,2021-11-08 11:28:08
Pacific County,2020-08-02 00:00:00,0,13,13,1.86,0,1,1,1,3,4,3,0,16,77.84,2021-11-08 11:28:08
Pacific County,2020-08-09 00:00:00,0,4,4,0.57,0,1,1,1,0,1,0,0,6,27.47,2021-11-08 11:28:08
Pacific County,2020-08-16 00:00:00,0,2,2,0.29,0,0,0,0,2,0,0,0,2,9.16,2021-11-08 11:28:08
Pacific County,2020-08-30 00:00:00,0,13,13,1.86,2,2,2,3,2,1,1,0,16,77.84,2021-11-08 11:28:08
Pacific County,2020-09-06 00:00:00,0,4,4,0.57,1,0,0,1,2,0,0,0,7,32.05,2021-11-08 11:28:08
Pacific County,2020-09-13 00:00:00,0,3,3,0.43,0,0,1,0,2,0,0,0,5,41.21,2021-11-08 11:28:08
Pacific County,2020-09-20 00:00:00,0,6,6,0.86,4,0,1,1,0,0,0,0,9,45.79,2021-11-08 11:28:08
Pacific County,2020-09-27 00:00:00,0,4,4,0.57,0,1,0,1,0,2,0,0,18,96.15,2021-11-08 11:28:08
Pacific County,2020-10-04 00:00:00,0,17,17,2.43,1,2,2,6,1,5,0,0,23,109.89,2021-11-08 11:28:08
Pacific County,2020-10-11 00:00:00,0,7,7,1,1,0,4,1,1,0,0,0,10,59.52,2021-11-08 11:28:08
Pacific County,2020-10-18 00:00:00,0,6,6,0.86,3,0,0,1,1,1,0,0,9,41.21,2021-11-08 11:28:08
Pacific County,2020-10-25 00:00:00,0,3,3,0.43,0,0,0,2,0,1,0,0,32,192.31,2021-11-08 11:28:08
Pacific County,2020-11-01 00:00:00,0,39,39,5.57,5,5,5,12,6,6,0,0,74,389.19,2021-11-08 11:28:08
Pacific County,2020-11-08 00:00:00,11,35,46,6.57,4,7,5,18,7,5,0,0,158,934.07,2021-11-08 11:28:08
Pacific County,2020-11-15 00:00:00,110,48,158,22.57,24,22,37,45,24,4,2,0,209,1043.96,2021-11-08 11:28:08
Pacific County,2020-11-22 00:00:00,30,40,70,10,13,6,18,10,15,5,3,0,97,471.61,2021-11-08 11:28:08
Pacific County,2020-11-29 00:00:00,9,24,33,4.71,0,6,3,9,9,4,2,0,64,311.36,2021-11-08 11:28:08
Pacific County,2020-12-06 00:00:00,0,35,35,5,0,4,5,6,11,6,3,0,63,302.2,2021-11-08 11:28:08
Pacific County,2020-12-13 00:00:00,0,31,31,4.43,2,1,9,4,8,5,2,0,44,219.78,2021-11-08 11:28:08
Pacific County,2020-12-20 00:00:00,2,15,17,2.43,0,4,3,7,2,0,1,0,36,201.47,2021-11-08 11:28:08
Pacific County,2020-12-27 00:00:00,2,25,27,3.86,1,7,2,9,2,5,1,0,51,242.67,2021-11-08 11:28:08
Pacific County,2021-01-03 00:00:00,0,26,26,3.71,1,1,8,6,8,1,1,0,44,215.2,2021-11-08 11:28:08
Pacific County,2021-01-10 00:00:00,0,21,21,3,2,1,7,3,3,4,1,0,38,196.89,2021-11-08 11:28:08
Pacific County,2021-01-17 00:00:00,1,21,22,3.14,2,3,3,6,5,1,2,0,41,201.47,2021-11-08 11:28:08
Pacific County,2021-01-24 00:00:00,0,22,22,3.14,0,3,6,3,6,3,1,0,33,192.31,2021-11-08 11:28:08
Pacific County,2021-01-31 00:00:00,0,20,20,2.86,6,3,3,3,3,2,0,0,28,128.21,2021-11-08 11:28:08
Pacific County,2021-02-07 00:00:00,0,8,8,1.14,0,0,1,0,1,2,4,0,13,68.68,2021-11-08 11:28:08
Pacific County,2021-02-14 00:00:00,0,7,7,1,2,0,0,1,2,1,1,0,26,123.63,2021-11-08 11:28:08
Pacific County,2021-02-21 00:00:00,1,19,20,2.86,1,0,5,8,3,3,0,0,49,247.25,2021-11-08 11:28:08
Pacific County,2021-02-28 00:00:00,0,34,34,4.86,2,3,5,6,10,7,1,0,45,238.1,2021-11-08 11:28:08
Pacific County,2021-03-07 00:00:00,1,17,18,2.57,2,5,1,2,3,4,1,0,22,100.73,2021-11-08 11:28:08
Pacific County,2021-03-14 00:00:00,0,4,4,0.57,0,0,0,0,3,1,0,0,7,32.05,2021-11-08 11:28:08
Pacific County,2021-03-21 00:00:00,0,3,3,0.43,0,0,0,1,1,0,1,0,12,54.95,2021-11-08 11:28:08
Pacific County,2021-03-28 00:00:00,2,7,9,1.29,0,0,2,2,1,3,0,1,30,169.41,2021-11-08 11:28:08
Pacific County,2021-04-04 00:00:00,1,27,28,4,1,6,13,5,3,0,0,0,62,357.14,2021-11-08 11:28:08
Pacific County,2021-04-11 00:00:00,5,45,50,7.14,8,8,15,15,3,1,0,0,67,320.51,2021-11-08 11:28:08
Pacific County,2021-04-18 00:00:00,3,17,20,2.86,2,1,5,4,6,2,0,0,29,151.1,2021-11-08 11:28:08
Pacific County,2021-04-25 00:00:00,2,11,13,1.86,4,0,3,0,5,1,0,0,32,151.1,2021-11-08 11:28:08
Pacific County,2021-05-02 00:00:00,2,18,20,2.86,1,0,4,9,2,3,1,0,38,219.78,2021-11-08 11:28:08
Pacific County,2021-05-09 00:00:00,6,22,28,4,5,5,9,5,1,3,0,0,36,187.73,2021-11-08 11:28:08
Pacific County,2021-05-16 00:00:00,2,11,13,1.86,2,3,1,4,1,2,0,0,19,119.05,2021-11-08 11:28:08
Pacific County,2021-05-23 00:00:00,2,11,13,1.86,3,4,0,1,3,2,0,0,24,114.47,2021-11-08 11:28:08
Pacific County,2021-05-30 00:00:00,2,10,12,1.71,1,0,4,2,3,0,2,0,17,82.42,2021-11-08 11:28:08
Pacific County,2021-06-06 00:00:00,1,5,6,0.86,0,1,3,1,0,1,0,0,9,50.37,2021-11-08 11:28:08
Pacific County,2021-06-13 00:00:00,1,4,5,0.71,2,0,1,0,1,1,0,0,8,41.21,2021-11-08 11:28:08
Pacific County,2021-06-20 00:00:00,1,3,4,0.57,0,1,1,1,1,0,0,0,9,45.79,2021-11-08 11:28:08
Pacific County,2021-06-27 00:00:00,1,5,6,0.86,0,1,3,2,0,0,0,0,8,36.63,2021-11-08 11:28:08
Pacific County,2021-07-04 00:00:00,0,2,2,0.29,0,0,1,0,0,1,0,0,14,73.26,2021-11-08 11:28:08
Pacific County,2021-07-11 00:00:00,3,11,14,2,0,2,3,4,3,1,1,0,34,178.57,2021-11-08 11:28:08
Pacific County,2021-07-18 00:00:00,1,24,25,3.57,1,4,8,3,7,1,1,0,64,347.99,2021-11-08 11:28:08
Pacific County,2021-07-25 00:00:00,3,48,51,7.29,0,12,13,13,7,5,1,0,88,448.72,2021-11-08 11:28:08
Pacific County,2021-08-01 00:00:00,3,44,47,6.71,6,4,6,16,9,2,4,0,102,526.56,2021-11-08 11:28:08
Pacific County,2021-08-08 00:00:00,6,62,68,9.71,5,8,14,19,12,9,1,0,123,613.55,2021-11-08 11:28:08
Pacific County,2021-08-15 00:00:00,5,61,66,9.43,4,7,9,16,18,8,3,1,134,673.08,2021-11-08 11:28:08
Pacific County,2021-08-22 00:00:00,12,69,81,11.57,5,8,16,26,17,6,3,0,134,686.81,2021-11-08 11:28:08
Pacific County,2021-08-29 00:00:00,3,66,69,9.86,8,8,7,21,16,8,1,0,147,769.23,2021-11-08 11:28:08
Pacific County,2021-09-05 00:00:00,5,94,99,14.14,9,12,16,21,19,16,6,0,143,705.13,2021-11-08 11:28:08
Pacific County,2021-09-12 00:00:00,0,55,55,7.86,5,6,11,9,16,6,2,0,95,554.03,2021-11-08 11:28:08
Pacific County,2021-09-19 00:00:00,5,61,66,9.43,17,9,7,11,9,10,3,0,99,531.14,2021-11-08 11:28:08
Pacific County,2021-09-26 00:00:00,4,46,50,7.14,5,12,5,10,8,7,3,0,74,380.04,2021-11-08 11:28:08
Pacific County,2021-10-03 00:00:00,1,32,33,4.71,4,5,4,5,4,7,4,0,55,311.36,2021-11-08 11:28:08
Pacific County,2021-10-10 00:00:00,2,33,35,5,6,7,4,5,6,7,0,0,59,297.62,2021-11-08 11:28:08
Pacific County,2021-10-17 00:00:00,3,27,30,4.29,4,2,2,7,9,3,3,0,47,224.36,2021-11-08 11:28:08
Pacific County,2021-10-24 00:00:00,0,19,19,2.71,1,1,2,4,8,3,0,0,27,137.36,2021-11-08 11:28:08
Pacific County,2021-10-31 00:00:00,1,10,11,1.57,1,2,1,4,1,1,1,0,3,0,2021-11-08 11:28:08
Pend Oreille County,2020-03-29 00:00:00,0,1,1,0.14,0,0,0,0,0,0,1,0,1,7.22,2021-11-08 11:28:08
Pend Oreille County,2020-04-12 00:00:00,0,1,1,0.14,0,0,0,0,1,0,0,0,1,7.22,2021-11-08 11:28:08
Pend Oreille County,2020-05-17 00:00:00,0,1,1,0.14,0,0,1,0,0,0,0,0,1,7.22,2021-11-08 11:28:08
Pend Oreille County,2020-06-21 00:00:00,0,1,1,0.14,0,0,0,0,0,1,0,0,2,21.66,2021-11-08 11:28:08
Pend Oreille County,2020-06-28 00:00:00,0,2,2,0.29,1,0,1,0,0,0,0,0,10,72.2,2021-11-08 11:28:08
Pend Oreille County,2020-07-05 00:00:00,0,8,8,1.14,0,0,2,2,3,1,0,0,16,137.18,2021-11-08 11:28:08
Pend Oreille County,2020-07-12 00:00:00,0,11,11,1.57,0,3,1,3,2,2,0,0,18,158.84,2021-11-08 11:28:08
Pend Oreille County,2020-07-19 00:00:00,0,11,11,1.57,2,2,4,2,1,0,0,0,14,101.08,2021-11-08 11:28:08
Pend Oreille County,2020-07-26 00:00:00,0,3,3,0.43,0,0,0,0,1,2,0,0,8,72.2,2021-11-08 11:28:08
Pend Oreille County,2020-08-02 00:00:00,1,6,7,1,2,0,3,1,1,0,0,0,12,86.64,2021-11-08 11:28:08
Pend Oreille County,2020-08-09 00:00:00,1,4,5,0.71,0,0,0,4,1,0,0,0,8,64.98,2021-11-08 11:28:08
